Name	Length
F58E10.1c	1002
F58E10.2	738
F58E10.3a.1	2420
F58E10.3a.2	2254
F58E10.3a.3	2143
F58E10.3a.4	2123
F58E10.3a.5	2069
F58E10.4	1059
F58E10.5	729
F58E10.6	993
F58E10.7	751
F58E2.2	426
F58E2.3	2122
F58E2.4	2108
F58E2.5	699
F58E2.9	1005
F58E6.1	1816
F58E6.10a	887
F58E6.10b	932
F58E6.10c	300
F58E6.10d	642
F58E6.10e	687
F58E6.11	659
F58E6.12	659
F58E6.13a	727
F58E6.13b	479
F58E6.13c	1567
F58E6.13d	1398
F58E6.4	393
F58E6.5	1045
F58E6.6	729
F58E6.7	433
F58E6.8	687
F58F12.1	735
F58F12.2	378
F58F12.3	1466
F58F12.4	618
F58F6.1	921
F58F6.2	873
F58F6.3	513
F58F6.4	1101
F58F6.5	713
F58F6.6	996
F58F9.1a.1	1108
F58F9.1a.2	1057
F58F9.3a	546
F58F9.3b	1081
F58F9.4	1189
F58F9.6a	876
F58F9.6b	586
F58F9.7.1	2058
F58F9.7.2	2075
F58F9.7.3	2052
F58F9.8	872
F58F9.9a	861
F58F9.9b	810
F58G1.1	3369
F58G1.2a.1	1720
F58G1.2a.2	1645
F58G1.2a.3	1639
F58G1.2b	1676
F58G1.3	1231
F58G1.4	759
F58G1.5	1037
F58G1.6	1322
F58G1.7	2046
F58G1.8	252
F58G11.1a	2663
F58G11.1b	2621
F58G11.2a	3263
F58G11.2b	3259
F58G11.2c	3206
F58G11.3a	2276
F58G11.4a	1509
F58G11.4b	1487
F58G11.5.1	2171
F58G11.5.2	2126
F58G11.5.3	2160
F58G11.6	1724
F58G4.1	6296
F58G4.2	1801
F58G4.3	744
F58G4.4	804
F58G4.5	1008
F58G4.6	1093
F58G4.7	1017
F58G6.1.1	1973
F58G6.1.2	1834
F58G6.2a	906
F58G6.2b	651
F58G6.3	420
F58G6.4a	1604
F58G6.4b	1501
F58G6.5a	1848
F58G6.5b	2175
F58G6.5c	2219
F58G6.5d	2118
F58G6.6a	1930
F58G6.6b	1848
F58G6.7	828
F58G6.8	597
F58G6.9a	793
F58G6.9b.1	751
F58G6.9b.2	644
F58G6.9c	324
F58H1.1	3628
F58H1.2	720
F58H1.3a.1	910
F58H1.3a.2	826
F58H1.4	859
F58H1.5	1155
F58H1.6	1243
F58H1.7a	868
F58H1.7b	810
F58H1.8	737
F58H10.1	365
F58H12.1	3491
F58H7.1	1824
F58H7.2	1821
F58H7.3	1695
F58H7.5	819
F58H7.7a	2257
F58H7.7b	2241
F58H7.8	1128
F59A1.10	1172
F59A1.11a	1687
F59A1.11b	1672
F59A1.12	894
F59A1.13	1583
F59A1.14	1062
F59A1.15	1665
F59A1.16	324
F59A1.18	189
F59A1.3	1032
F59A1.4	1065
F59A1.6	337
F59A1.7	1054
F59A2.1a.1	2962
F59A2.1a.2	3037
F59A2.1a.3	2943
F59A2.1b.1	3034
F59A2.1b.2	3109
F59A2.1b.3	3015
F59A2.2a	1563
F59A2.2b	1593
F59A2.3.1	894
F59A2.3.2	942
F59A2.4a	1364
F59A2.4b	582
F59A2.5	448
F59A2.6	4106
F59A3.1	3291
F59A3.10	354
F59A3.12	1101
F59A3.13	616
F59A3.2	2174
F59A3.3	1009
F59A3.4.1	1317
F59A3.4.2	1277
F59A3.6a.1	1246
F59A3.6a.2	1230
F59A3.6c.1	1168
F59A3.6c.2	1088
F59A3.6c.3	1048
F59A3.6d.1	1048
F59A3.6d.2	968
F59A3.6d.3	928
F59A3.6e.1	793
F59A3.6e.2	934
F59A3.6e.3	777
F59A3.6e.4	756
F59A3.6e.5	798
F59A3.6f	462
F59A3.7	586
F59A3.8	1840
F59A3.9	1592
F59A6.10	485
F59A6.11	567
F59A6.12	465
F59A6.1a	5037
F59A6.1b	5028
F59A6.2	459
F59A6.3	2361
F59A6.4	2401
F59A6.5	4030
F59A6.6a	620
F59A6.6b	636
F59A6.6c	847
F59A6.6d.1	957
F59A6.6d.2	866
F59A6.6d.3	762
F59A6.6d.4	670
F59A7.1	1571
F59A7.11	315
F59A7.12	231
F59A7.14	313
F59A7.2	464
F59A7.3	1011
F59A7.4	611
F59A7.5a	720
F59A7.5b	754
F59A7.5c	843
F59A7.5d	877
F59A7.7	489
F59A7.9	1088
F59B1.10	1354
F59B1.1a	1047
F59B1.1b	1056
F59B1.2	637
F59B1.3	969
F59B1.4	852
F59B1.6	1026
F59B1.7	987
F59B1.8	1320
F59B1.9a	1692
F59B1.9b	1659
F59B10.1	3654
F59B10.2	1662
F59B10.3	921
F59B10.4a	1113
F59B10.4b	1141
F59B10.5	509
F59B10.6	318
F59B2.12	2864
F59B2.13a	1382
F59B2.13b	1382
F59B2.14	603
F59B2.15	439
F59B2.2	1732
F59B2.3.1	1374
F59B2.3.2	1355
F59B2.3.3	1353
F59B2.5a	1520
F59B2.5b	1477
F59B2.6	1784
F59B2.7	832
F59B2.8	1308
F59B2.9	1440
F59B8.1a.1	831
F59B8.1a.2	723
F59B8.1b	694
F59B8.1c	726
F59B8.1d	738
F59B8.1e	789
F59B8.2a.1	1457
F59B8.2a.2	1481
F59B8.2b	1484
F59B8.2c	714
F59C12.1	2200
F59C12.2a	2214
F59C12.2b	2070
F59C12.3	1991
F59C12.4	273
F59C6.11	838
F59C6.12	552
F59C6.14a	665
F59C6.14b	420
F59C6.16	249
F59C6.18	397
F59C6.2	1085
F59C6.3	685
F59C6.4	785
F59C6.5	932
F59C6.6	636
F59C6.7a	1332
F59C6.7b	1071
F59C6.8	1774
F59D12.1	1641
F59D12.2	603
F59D12.3	957
F59D12.4	1835
F59D12.5	677
F59D6.1a	523
F59D6.1c	234
F59D6.2	1143
F59D6.3	1249
F59D6.4	1569
F59D6.5	1162
F59D6.7a	737
F59D8.1	4924
F59D8.2	4875
F59E10.1	1916
F59E10.2	1627
F59E10.3	693
F59E11.1	987
F59E11.10a	850
F59E11.10b	1279
F59E11.11	1291
F59E11.13	1017
F59E11.14	1026
F59E11.15	1023
F59E11.16	993
F59E11.2	1046
F59E11.5.1	850
F59E11.5.2	860
F59E11.6	811
F59E11.7a	1065
F59E11.7b	605
F59E11.8a	903
F59E12.1	2595
F59E12.10	632
F59E12.11a	1202
F59E12.11b	555
F59E12.12	1009
F59E12.13.1	1434
F59E12.13.2	1355
F59E12.13.3	1349
F59E12.15	855
F59E12.2.1	2353
F59E12.2.2	2342
F59E12.3	1090
F59E12.4a	1652
F59E12.4b	1678
F59E12.5a	1715
F59E12.5b	1741
F59E12.6a	2104
F59E12.6b	1516
F59E12.8	1239
F59E12.9	5244
F59F3.1	4212
F59F3.2	1391
F59F3.4.1	1605
F59F3.4.2	1640
F59F3.5.1	3744
F59F3.5.2	3734
F59F3.6	629
F59F4.1	2095
F59F4.2	482
F59F4.3	1770
F59F4.4	1008
F59F5.1	1872
F59F5.2a	1910
F59F5.3	2169
F59F5.4	282
F59F5.5	1167
F59F5.6	3886
F59F5.7	2875
F59G1.1a	1706
F59G1.1b.1	1782
F59G1.1b.2	1768
F59G1.1b.3	1722
F59G1.1c.1	1861
F59G1.1c.2	1801
F59G1.1d.1	1722
F59G1.1d.2	1611
F59G1.2	1463
F59G1.3.1	3006
F59G1.3.2	2982
F59G1.4a	1864
F59G1.4b	914
F59G1.5.1	2742
F59G1.5.2	2721
F59G1.7	846
F59G1.8a	835
F59G1.8b	831
F59H5.1	2502
F59H6.1	1344
F59H6.10	1018
F59H6.11	1021
F59H6.12.1	551
F59H6.12.2	527
F59H6.12.3	378
F59H6.12.4	488
F59H6.14	608
F59H6.15	337
F59H6.2	2115
F59H6.5	4461
F59H6.7	755
F59H6.8	813
F59H6.9	1007
H01A20.1	1737
H01G02.1a	396
H01G02.1b.1	567
H01G02.1b.2	605
H01G02.2	1005
H01G02.3a	1743
H01G02.3b	1650
H01G02.3c	662
H01G02.4.1	983
H01G02.4.2	773
H01G02.4.3	565
H01G02.4.4	926
H01M10.1	1053
H01M10.2	783
H01M10.3	479
H02F09.2	528
H02F09.3	3828
H02I12.1	4221
H02I12.2	531
H02I12.3	1304
H02I12.4	996
H02I12.5	1309
H02I12.6	502
H02I12.7	506
H02I12.8	1606
H02K04.1	857
H02K04.2	660
H03A11.1	2163
H03A11.2	4056
H03E18.1	3708
H03E18.2a	716
H03E18.2b	917
H03G16.1	720
H03G16.2	1191
H03G16.4	1177
H03G16.5	684
H03G16.6	510
H04D03.1	1309
H04D03.2a	2052
H04D03.2b	348
H04D03.3	1480
H04D03.4	2067
H04D03.6a	407
H04D03.6b	416
H04J21.1	3099
H04J21.2	975
H04J21.3a	2823
H04J21.3b	3585
H04J21.3c	1195
H04M03.1	1999
H04M03.11	753
H04M03.12a	977
H04M03.2	351
H04M03.3	1148
H04M03.4	1679
H04M03.6	972
H04M03.8	954
H04M03.9	945
H05B21.2	978
H05B21.3	1086
H05B21.4	1074
H05C05.1a	2612
H05C05.1b	890
H05C05.1c	2697
H05C05.2a	1763
H05C05.2b	1178
H05C05.3	1176
H05C05.4	560
H05G16.1a	4211
H05G16.1b	3373
H05G16.1c	1953
H05L03.3.1	625
H05L03.3.2	601
H05L14.1.1	2529
H05L14.1.2	2530
H05L14.2a.1	5448
H05L14.2a.2	5363
H05L14.2b.1	5442
H05L14.2b.2	5357
H05L14.2c	5513
H05L14.2d	4884
H05L14.2e.1	4827
H05L14.2e.2	4742
H05L14.3	2001
H06A10.1	1139
H06A10.2	946
H06H21.1	1086
H06H21.10a	4168
H06H21.10b	4050
H06H21.10c	3795
H06H21.10d	3900
H06H21.10e	4155
H06H21.10f	4273
H06H21.11	570
H06H21.2	1146
H06H21.3	956
H06H21.6a.1	1827
H06H21.6a.2	1632
H06H21.6a.3	1637
H06H21.6b	833
H06H21.8a	1311
H06H21.8b	1358
H06H21.9	1257
H06I04.1a	1548
H06I04.1b	1741
H06I04.1c.1	1238
H06I04.1c.2	1082
H06I04.1d	1495
H06I04.1e.1	1477
H06I04.1e.2	1321
H06I04.2a	1062
H06I04.2b.1	987
H06I04.2b.2	941
H06I04.3a	2751
H06I04.3b	2180
H06I04.3c	2390
H06I04.4a.1	569
H06I04.4a.2	558
H06I04.4a.3	559
H06I04.4b	548
H06I04.5	3417
H06I04.6a.1	814
H06I04.6a.2	701
H06I04.6b.1	1069
H06I04.6b.2	1033
H06I04.7	297
H06O01.1.1	1727
H06O01.1.2	1702
H06O01.1.3	1695
H06O01.2	4757
H06O01.3a	1553
H06O01.3b	1274
H06O01.3c	829
H08J19.1	297
H08M01.1	1134
H08M01.2b	4129
H08M01.2c	1687
H08M01.2d	744
H09F14.1a	1135
H09F14.1b	1206
H09F14.1c	1179
H09F14.1d	960
H09F14.1e	987
H09G03.1	912
H09G03.2a	2613
H09G03.2b	2725
H09G03.2c	2377
H10D18.1	592
H10D18.2	627
H10D18.3	1176
H10D18.4	697
H10D18.5a	1320
H10D18.5b	1473
H10D18.5c	1391
H10D18.5d	1233
H10E21.1a	675
H10E21.1b	785
H10E21.2.1	1741
H10E21.2.2	1661
H10E21.3a	1596
H10E21.3b	1534
H10E21.4	928
H10E21.5	1663
H11E01.1	702
H11E01.2	1414
H11E01.3	5134
H11L12.1	959
H12C20.2a	2865
H12C20.2b	359
H12C20.3a	1332
H12C20.3b.1	663
H12C20.3b.2	566
H12C20.5	969
H12C20.6a	1300
H12D21.1	105
H12D21.10a	1763
H12D21.10b	700
H12D21.11	1080
H12D21.12	105
H12D21.13.1	296
H12D21.13.2	203
H12D21.14	105
H12D21.15	105
H12D21.2a	591
H12D21.2b	357
H12D21.3	252
H12D21.4	975
H12D21.5	483
H12D21.6	492
H12D21.7a.1	1266
H12D21.7a.2	992
H12D21.7b	1266
H12D21.7c	1176
H12D21.9.1	1106
H12D21.9.2	966
H12I13.1	2733
H12I13.3	1650
H12I13.4	2253
H12I13.6	259
H12I19.1	984
H12I19.115	84
H12I19.2	975
H12I19.4a	2301
H12I19.5	1999
H12I19.7	888
H12I19.8	288
H13N06.2	1604
H13N06.3a	1932
H13N06.3b	1946
H13N06.4a	1823
H13N06.4b	1892
H13N06.5	1571
H13N06.6a	1853
H13N06.6b	2068
H13N06.6c	2016
H13N06.7	654
H14A12.2a	1672
H14A12.2b.1	1646
H14A12.2b.2	1489
H14A12.2b.3	1576
H14A12.2b.4	1648
H14A12.2b.5	1666
H14A12.2b.6	1618
H14A12.3	1221
H14A12.4	844
H14A12.5	632
H14A12.6	153
H14A12.7	236
H14E04.1	1110
H14E04.2a	2003
H14E04.2b	2014
H14E04.2c	2024
H14E04.2d	1764
H14E04.3	622
H14E04.4	483
H14E04.5	1087
H14N18.1a	2035
H14N18.1b.1	1951
H14N18.1b.2	1765
H14N18.1b.3	1755
H14N18.1c.1	1951
H14N18.1c.2	1765
H14N18.2	906
H14N18.3	548
H14N18.4a	2278
H14N18.4b	2404
H15N14.1c	3023
H15N14.1d	2851
H15N14.1e	3123
H15N14.1f	3119
H15N14.1g	370
H15N14.2a	2804
H15N14.2b.1	2731
H15N14.2b.2	2666
H16D19.1	1242
H16D19.3	783
H16O14.1a	3316
H16O14.1b	3913
H16O14.1c	3439
H16O14.1d	3520
H16O14.1e	3545
H17B01.1a	1625
H17B01.1b	1677
H17B01.2	1401
H17B01.4a	3041
H17B01.4b	1192
H17B01.5	595
H18N23.2a	2083
H18N23.2b	1796
H18N23.2c	2109
H19J13.1	2048
H19J13.2	462
H19M22.2a	13244
H19M22.2b	13755
H19M22.2c	1603
H19M22.2d	2889
H19M22.3a	2332
H19M22.3b	765
H19M22.3c	1952
H19N07.1a.1	2017
H19N07.1a.2	1968
H19N07.1a.3	2005
H19N07.1b	502
H19N07.2a	4197
H19N07.2b	4172
H19N07.2c	4187
H19N07.2d	4178
H19N07.2e	4175
H19N07.2f	4184
H19N07.2g	4169
H19N07.2h	4178
H19N07.2i	4206
H19N07.2j	4181
H19N07.2k	4196
H19N07.2l	4187
H19N07.2m	4184
H19N07.2n	4193
H19N07.2o	4178
H19N07.2p	4187
H19N07.3a.1	762
H19N07.3a.2	695
H19N07.3a.3	737
H19N07.3b.1	645
H19N07.3b.2	664
H19N07.4a.1	1919
H19N07.4a.2	1833
H19N07.4b.1	1813
H19N07.4b.2	1793
H20E11.1a	1760
H20E11.2	1092
H20E11.3	1089
H20J04.1	2599
H20J04.2	4715
H20J04.3	939
H20J04.4a	1476
H20J04.4b.1	2051
H20J04.4b.2	1912
H20J04.5	565
H20J04.6	782
H20J04.7	1014
H20J04.8.1	945
H20J04.8.2	990
H20J04.9	905
H20J18.1a.1	3677
H20J18.1a.2	3581
H20J18.1b.1	3486
H20J18.1b.2	3390
H21P03.1	965
H21P03.10	276
H21P03.2	1294
H21P03.3a	1938
H21P03.3b	1971
H21P03.3c	1802
H21P03.3d	1809
H22D07.1	1509
H22D14.1	1076
H22K11.1	1468
H22K11.2	1984
H22K11.3.1	750
H22K11.3.2	717
H22K11.4a	1475
H22K11.4b	1094
H23L24.1	649
H23L24.2	1894
H23L24.3a	1953
H23L24.3b	2172
H23L24.4	1073
H23L24.5	1458
H23N18.1	1638
H23N18.2	1626
H23N18.3	1734
H23N18.4	1444
H23N18.5	401
H23N18.6	576
H24D24.1	1050
H24G06.1a	5364
H24G06.1b	5127
H24G06.1c	2283
H24G06.1d.1	5246
H24G06.1d.2	2836
H24G06.1d.3	2611
H24G06.1e.1	2458
H24G06.1e.2	2000
H24K24.2a	1422
H24K24.2b	1353
H24K24.2c	987
H24K24.2d	591
H24K24.3a	1350
H24K24.3b	1345
H24K24.4a.1	1843
H24K24.4a.2	2038
H24K24.4b	871
H24K24.4c	668
H24K24.4d	189
H24K24.4e	51
H24K24.5a	1745
H24K24.5b	779
H24O09.1a	897
H24O09.1b	312
H24O09.2	1088
H25K10.1	1339
H25K10.2	291
H25K10.3	1044
H25K10.4	387
H25K10.5	1551
H25K10.6	1479
H25K10.7a	1188
H25P06.1	1982
H25P06.2a	1356
H25P06.2b	1602
H25P06.4	927
H25P06.5	751
H25P19.1	1203
H26D21.1	922
H26D21.2	2639
H27A22.1a	1243
H27A22.1b.1	1344
H27A22.1b.2	1330
H27C11.1a	2193
H27C11.1b.1	2211
H27C11.1b.2	1871
H27C11.1b.3	1935
H27D07.2	1086
H27D07.3a	1107
H27D07.3b	1098
H27D07.4	1116
H27D07.5	1119
H27D07.6	1056
H27M09.1	1978
H27M09.2	858
H27M09.3	2044
H27M09.4	1045
H27M09.5	1119
H28G03.1a	2131
H28G03.1b	1917
H28G03.1c	1451
H28G03.2a.1	2124
H28G03.2a.2	1941
H28G03.2b.1	1740
H28G03.2b.2	1557
H28G03.2c.1	1384
H28G03.2c.2	1548
H28G03.2c.3	1365
H28G03.2c.4	1337
H28G03.3	588
H28G03.6	5542
H28O16.1a.1	1873
H28O16.1a.2	1927
H28O16.1a.3	1939
H28O16.1a.4	1941
H28O16.1a.5	1972
H28O16.1a.6	2022
H28O16.1d.1	1976
H28O16.1d.10	1864
H28O16.1d.2	1963
H28O16.1d.3	1952
H28O16.1d.4	1958
H28O16.1d.5	1952
H28O16.1d.6	1715
H28O16.1d.7	1769
H28O16.1d.8	1781
H28O16.1d.9	1783
H28O16.2	1570
H29C22.1	538
H30A04.1a	3254
H30A04.1b	3240
H31B20.2	375
H31G24.1	349
H31G24.3	1118
H31G24.4.1	1389
H31G24.4.2	1334
H32C10.1a	1307
H32C10.1b	1327
H32C10.1c	384
H32C10.2a	947
H32C10.2b	951
H32C10.3	1879
H32K16.1	1866
H32K16.2	434
H32K21.1	609
H34C03.1	1606
H34C03.2a	3568
H34C03.2b	3808
H34I24.1	851
H34I24.2	1628
H34P18.1b	504
H35B03.1.1	1527
H35B03.1.2	1540
H35B03.2a	1668
H35B03.2c	1375
H35B03.2d	1273
H35N03.1	1757
H35N09.1	527
H35N09.2	532
H36L18.1	1323
H36L18.2a	566
H36L18.2b	487
H37A05.1	3063
H37A05.2	1301
H37A05.4a	846
H37A05.4b	798
H37N21.1	1950
H38K22.1	4928
H38K22.2a	1551
H38K22.2b	1355
H38K22.3	1277
H38K22.4	138
H38K22.5a.1	2697
H38K22.5a.2	2422
H38K22.5b.1	2684
H38K22.5b.2	2409
H38K22.5c.1	2010
H38K22.5c.2	2142
H38K22.5d	2251
H38K22.6	396
H38K22.7	321
H39E20.1	150
H39E23.1a	3579
H39E23.1b	4070
H39E23.1c	3336
H39E23.1d	3651
H39E23.1e.1	3659
H39E23.1e.2	3441
H39E23.1e.3	3207
H39E23.1e.4	3174
H39E23.1e.5	3408
H39E23.1f.1	4054
H39E23.1f.2	3543
H39E23.1g	4054
H39E23.1h.1	4054
H39E23.1h.2	2231
H39E23.1i	690
H39E23.1j	3603
H39E23.1k.1	3910
H39E23.1k.2	4054
H39E23.1k.3	3947
H39E23.1l	4091
H39E23.2	684
H39E23.3	2341
H40L08.1	1820
H40L08.2a	828
H40L08.2b	610
H40L08.2d.1	403
H40L08.2d.2	623
H40L08.2d.3	581
H40L08.2d.4	577
H40L08.3	3081
H41C03.1	1425
H41C03.2	1071
H41C03.3.1	1719
H41C03.3.2	1687
H41C03.3.3	1612
H42K12.1a	2401
H42K12.1b	2413
H42K12.3.1	1691
H42K12.3.2	1686
H43E16.1	3733
H43I07.1a	947
H43I07.1b	984
H43I07.1c	931
H43I07.2	1244
H43I07.3a	1366
H43I07.3b	1064
H43I07.4	315
JC8.10a	3658
JC8.10b	3676
JC8.10c.1	1533
JC8.10c.2	1611
JC8.10d	1594
JC8.12a	1151
JC8.12b	973
JC8.13a.1	1039
JC8.13a.2	1013
JC8.14	679
JC8.16	973
JC8.2.1	1525
JC8.2.2	1602
JC8.3a	680
JC8.3c.1	640
JC8.3c.2	763
JC8.3c.3	635
JC8.3c.4	828
JC8.3c.5	585
JC8.3c.6	574
JC8.3c.7	327
JC8.4	624
JC8.5a	945
JC8.5b	664
JC8.6a	1567
JC8.6b	1506
JC8.7a	1223
JC8.7b	738
JC8.8	488
K01A11.1	951
K01A11.2	781
K01A11.3	921
K01A11.4a	2664
K01A11.4b	2217
K01A12.2	391
K01A12.3	1541
K01A12.4	389
K01A2.1	1014
K01A2.10a	883
K01A2.10b.1	879
K01A2.10b.2	426
K01A2.11a	1826
K01A2.11b	1562
K01A2.11d	2109
K01A2.12	453
K01A2.2a	539
K01A2.2b	371
K01A2.2d	629
K01A2.4a	1317
K01A2.4b	2340
K01A2.5a	865
K01A2.5b	212
K01A2.6	219
K01A2.7	1185
K01A2.8a	863
K01A2.8c	1703
K01A2.8d	621
K01A2.9	453
K01A6.2a	3495
K01A6.2b	2846
K01A6.2c	3015
K01A6.2d	2739
K01A6.2e	2768
K01A6.4	855
K01A6.5a	664
K01A6.6a	1570
K01A6.6b	1434
K01A6.7	321
K01A6.8	339
K01B6.1.1	3009
K01B6.1.2	2850
K01B6.2	1086
K01B6.3	1508
K01B6.4	431
K01C8.1.1	1854
K01C8.1.2	1620
K01C8.10.1	1854
K01C8.10.2	1853
K01C8.2	1692
K01C8.3a.1	2134
K01C8.3a.2	2163
K01C8.3b	2228
K01C8.5.1	2342
K01C8.5.2	2249
K01C8.6	845
K01C8.7a	1169
K01C8.7b	502
K01C8.8	1659
K01C8.9.1	1811
K01C8.9.2	2118
K01D12.1	998
K01D12.10	700
K01D12.11	869
K01D12.12	901
K01D12.13a	1008
K01D12.13b	954
K01D12.14	918
K01D12.15	378
K01D12.4a	1558
K01D12.4b	1646
K01D12.4c	1597
K01D12.5	894
K01D12.6	1791
K01D12.7.1	392
K01D12.7.2	363
K01D12.8	509
K01D12.9	556
K01F9.2	966
K01G12.3.1	1500
K01G12.3.2	1447
K01G5.1	1232
K01G5.10	786
K01G5.2a	691
K01G5.2b	980
K01G5.2c	993
K01G5.3	1208
K01G5.4	959
K01G5.5	1503
K01G5.6.1	2692
K01G5.6.2	2659
K01G5.7.1	1499
K01G5.7.2	1470
K01G5.8a	402
K01G5.8b	411
K01G5.9.1	1559
K01G5.9.2	1353
K01G5.9.3	1286
K01H12.1a	358
K01H12.1b	231
K01H12.2	1036
K01H12.3a	1215
K01H12.3b	674
K01H12.4	1172
K02A11.1a.1	2282
K02A11.1a.2	2189
K02A11.1a.3	2179
K02A11.1b.1	2294
K02A11.1b.2	2201
K02A11.1b.3	2191
K02A11.2	640
K02A11.3	1002
K02A11.4	448
K02A2.1	477
K02A2.2	1005
K02A2.3a	3376
K02A2.3b	3391
K02A2.5	516
K02A2.7	1011
K02A4.1	1845
K02A4.2.1	368
K02A4.2.2	848
K02A4.2.3	671
K02A6.1	285
K02A6.2	438
K02A6.3a	1757
K02A6.3b.1	1690
K02A6.3b.2	1930
K02A6.3b.3	732
K02A6.4	324
K02B12.1	1601
K02B12.2	853
K02B12.3.1	1523
K02B12.3.2	1500
K02B12.4a	1178
K02B12.4b	1333
K02B12.5	3668
K02B12.6	415
K02B12.7	1516
K02B12.8a	1277
K02B12.8b	1216
K02B12.9	400
K02B2.1	1551
K02B2.3	1244
K02B2.4a	1985
K02B2.4b	1163
K02B2.5.1	402
K02B2.5.2	457
K02B2.6	294
K02B7.3a	558
K02B7.3b	500
K02B9.1	2365
K02B9.2	2890
K02B9.3a	864
K02B9.4a	1148
K02B9.4b	1338
K02B9.4c	1304
K02B9.4d	1013
K02C4.2	741
K02C4.3a	4219
K02C4.3b	4206
K02C4.3c	4215
K02C4.3d	4212
K02C4.3e	1303
K02C4.4a	2600
K02C4.4b	1766
K02C4.5	1351
K02D10.1a	1834
K02D10.1b.1	1170
K02D10.1b.2	1135
K02D10.1c.1	1081
K02D10.1c.2	988
K02D10.1c.3	986
K02D10.2	375
K02D10.3	318
K02D10.4	1515
K02D10.5	1264
K02D10.8.1	306
K02D10.8.2	329
K02D3.1	875
K02D3.2	813
K02D7.1a.1	1137
K02D7.1a.2	1150
K02D7.1b	1174
K02D7.2	622
K02D7.3a	1106
K02D7.3b	1028
K02D7.4	2877
K02D7.5	1233
K02D7.6	704
K02E10.1	1248
K02E10.2a	2520
K02E10.2b	3153
K02E10.4a	1541
K02E10.4b	1544
K02E10.5	488
K02E10.6	803
K02E10.7.1	2462
K02E10.7.2	2413
K02E10.8a	2120
K02E10.8b	2312
K02E11.1	2304
K02E11.10.1	1083
K02E11.10.2	1098
K02E11.10.3	1210
K02E11.11	393
K02E11.2	1020
K02E11.3.1	473
K02E11.3.2	479
K02E11.4	512
K02E11.5	442
K02E11.6	709
K02E11.7	482
K02E11.9	372
K02E2.1	1146
K02E2.11	352
K02E2.2	3049
K02E2.3	987
K02E2.4	381
K02E2.6.1	715
K02E2.6.2	621
K02E2.7a	1065
K02E2.7b	1091
K02E2.7c	1044
K02E2.7d	1070
K02E2.8a	672
K02E2.8b	573
K02E7.1	456
K02E7.10	900
K02E7.11	423
K02E7.12.1	360
K02E7.12.2	298
K02E7.4	342
K02E7.7	630
K02E7.9	997
K02F2.1a	3039
K02F2.1b	3027
K02F2.2.1	1630
K02F2.2.2	1536
K02F2.3	3967
K02F2.4	1172
K02F2.5	1030
K02F2.6	2165
K02F3.1	1668
K02F3.10	724
K02F3.11	1010
K02F3.12a	1953
K02F3.12b.1	1953
K02F3.12b.2	1858
K02F3.2a	2456
K02F3.2b	2223
K02F3.3	777
K02F3.4.1	1598
K02F3.4.2	1369
K02F3.5	975
K02F3.6.1	1288
K02F3.6.2	1285
K02F3.8	2224
K02F3.9	589
K02F6.1	2352
K02F6.3	3884
K02F6.4	3582
K02F6.5	741
K02F6.6	565
K02F6.7	1679
K02F6.8	699
K02F6.9	2154
K02G10.1	1203
K02G10.15	752
K02G10.3.1	1525
K02G10.3.2	1424
K02G10.4a	649
K02G10.4b	430
K02G10.4c	696
K02G10.5a	2296
K02G10.5b	2228
K02G10.5c	2175
K02G10.5d	2243
K02G10.6	1286
K02G10.7a	1022
K02G10.7b	1135
K02G10.8a	654
K02G10.8b	1142
K02H11.2	1041
K02H11.3	984
K02H11.4	1515
K02H11.6	429
K02H11.7	999
K02H11.9	729
K02H8.1a.1	1143
K02H8.1a.2	978
K02H8.1b.1	1089
K02H8.1b.2	1050
K02H8.1b.3	1023
K02H8.1c.1	864
K02H8.1c.2	825
K02H8.1c.3	798
K03A1.1	589
K03A1.2a	1992
K03A1.2b	1923
K03A1.4a	640
K03A1.4b	535
K03A1.5.1	2475
K03A1.5.2	2507
K03A1.6	496
K03A11.1	2477
K03A11.2	536
K03A11.3	711
K03A11.4	1995
K03A11.5	1367
K03A11.6	1048
K03B4.1	1223
K03B4.2.1	843
K03B4.2.2	813
K03B4.3a	749
K03B4.3b.1	631
K03B4.3b.2	760
K03B4.3b.3	629
K03B4.4a	487
K03B4.4b	222
K03B4.5	942
K03B4.6	452
K03B4.7a	520
K03B4.7b	823
K03B4.8	848
K03B4.9	1026
K03B8.1	1014
K03B8.11	222
K03B8.14	336
K03B8.2	1347
K03B8.3	723
K03B8.4	291
K03B8.5	1192
K03B8.6.1	1476
K03B8.6.2	1415
K03B8.7	906
K03B8.8.1	731
K03B8.8.2	755
K03B8.9.1	1895
K03B8.9.2	1899
K03C7.2a	2051
K03C7.2b	1869
K03C7.2c.1	1146
K03C7.2c.2	1007
K03C7.3	576
K03D10.1	2313
K03D10.3a	1957
K03D10.3b	1559
K03D10.3c	492
K03D10.3d	899
K03D3.1	960
K03D3.10	588
K03D3.11	936
K03D3.12	918
K03D3.2	435
K03D3.4	984
K03D3.5	321
K03D7.11	1104
K03D7.2	1104
K03D7.6	1059
K03D7.7	1119
K03D7.8	1227
K03D7.9	636
K03E5.1	1236
K03E5.2a	891
K03E5.2b	707
K03E5.2c.1	416
K03E5.2c.2	481
K03E5.2d	572
K03E5.3a	1198
K03E5.3b	423
K03E6.1a	933
K03E6.1b	1379
K03E6.3	887
K03E6.4	690
K03E6.5a	1206
K03E6.5b	1150
