	Cyanobacterium_aponinum_pcc_10605.ASM31767v1	Nostoc_punctiforme_pcc_73102.ASM2002v1	Oscillatoriales_cyanobacterium_jsc_12.ASM30994v1
OG0005274		ACC80749	
OG0005275		ACC80750	
OG0005276		ACC80753	
OG0005277		ACC80754	
OG0005278		ACC80755	
OG0005279		ACC80765	
OG0005280		ACC80771	
OG0005281		ACC80772	
OG0005282		ACC80775	
OG0005283		ACC80776	
OG0005284		ACC80777	
OG0005285		ACC80778	
OG0005286		ACC80779	
OG0005287		ACC80780	
OG0005288		ACC80781	
OG0005289		ACC80782	
OG0005290		ACC80783	
OG0005291		ACC80784	
OG0005292		ACC80786	
OG0005293		ACC80787	
OG0005294		ACC80788	
OG0005295		ACC80790	
OG0005296		ACC80791	
OG0005297		ACC80792	
OG0005298		ACC80793	
OG0005299		ACC80795	
OG0005300		ACC80796	
OG0005301		ACC80799	
OG0005302		ACC80800	
OG0005303		ACC80801	
OG0005304		ACC80803	
OG0005305		ACC80812	
OG0005306		ACC80813	
OG0005307		ACC80816	
OG0005308		ACC80819	
OG0005309		ACC80820	
OG0005310		ACC80821	
OG0005311		ACC80822	
OG0005312		ACC80823	
OG0005313		ACC80826	
OG0005314		ACC80828	
OG0005315		ACC80831	
OG0005316		ACC80833	
OG0005317		ACC80834	
OG0005318		ACC80835	
OG0005319		ACC80838	
OG0005320		ACC80840	
OG0005321		ACC80841	
OG0005322		ACC80842	
OG0005323		ACC80843	
OG0005324		ACC80844	
OG0005325		ACC80845	
OG0005326		ACC80846	
OG0005327		ACC80847	
OG0005328		ACC80848	
OG0005329		ACC80849	
OG0005330		ACC80850	
OG0005331		ACC80852	
OG0005332		ACC80853	
OG0005333		ACC80854	
OG0005334		ACC80855	
OG0005335		ACC80856	
OG0005336		ACC80858	
OG0005337		ACC80859	
OG0005338		ACC80860	
OG0005339		ACC80866	
OG0005340		ACC80868	
OG0005341		ACC80869	
OG0005342		ACC80870	
OG0005343		ACC80871	
OG0005344		ACC80872	
OG0005345		ACC80875	
OG0005346		ACC80876	
OG0005347		ACC80878	
OG0005348		ACC80881	
OG0005349		ACC80882	
OG0005350		ACC80886	
OG0005351		ACC80888	
OG0005352		ACC80889	
OG0005353		ACC80891	
OG0005354		ACC80892	
OG0005355		ACC80893	
OG0005356		ACC80894	
OG0005357		ACC80895	
OG0005358		ACC80896	
OG0005359		ACC80897	
OG0005360		ACC80898	
OG0005361		ACC80902	
OG0005362		ACC80903	
OG0005363		ACC80904	
OG0005364		ACC80905	
OG0005365		ACC80906	
OG0005366		ACC80907	
OG0005367		ACC80908	
OG0005368		ACC80909	
OG0005369		ACC80910	
OG0005370		ACC80911	
OG0005371		ACC80912	
OG0005372		ACC80913	
OG0005373		ACC80919	
OG0005374		ACC80925	
OG0005375		ACC80929	
OG0005376		ACC80933	
OG0005377		ACC80934	
OG0005378		ACC80935	
OG0005379		ACC80942	
OG0005380		ACC80943	
OG0005381		ACC80944	
OG0005382		ACC80949	
OG0005383		ACC80950	
OG0005384		ACC80951	
OG0005385		ACC80953	
OG0005386		ACC80954	
OG0005387		ACC80955	
OG0005388		ACC80956	
OG0005389		ACC80957	
OG0005390		ACC80960	
OG0005391		ACC80964	
OG0005392		ACC80965	
OG0005393		ACC80966	
OG0005394		ACC80968	
OG0005395		ACC80969	
OG0005396		ACC80970	
OG0005397		ACC80971	
OG0005398		ACC80972	
OG0005399		ACC80974	
OG0005400		ACC80977	
OG0005401		ACC80978	
OG0005402		ACC80979	
OG0005403		ACC80980	
OG0005404		ACC80982	
OG0005405		ACC80984	
OG0005406		ACC80989	
OG0005407		ACC80991	
OG0005408		ACC80998	
OG0005409		ACC81002	
OG0005410		ACC81003	
OG0005411		ACC81004	
OG0005412		ACC81005	
OG0005413		ACC81006	
OG0005414		ACC81007	
OG0005415		ACC81008	
OG0005416		ACC81011	
OG0005417		ACC81012	
OG0005418		ACC81013	
OG0005419		ACC81015	
OG0005420		ACC81016	
OG0005421		ACC81017	
OG0005422		ACC81018	
OG0005423		ACC81019	
OG0005424		ACC81020	
OG0005425		ACC81021	
OG0005426		ACC81022	
OG0005427		ACC81023	
OG0005428		ACC81024	
OG0005429		ACC81025	
OG0005430		ACC81027	
OG0005431		ACC81028	
OG0005432		ACC81034	
OG0005433		ACC81037	
OG0005434		ACC81038	
OG0005435		ACC81043	
OG0005436		ACC81050	
OG0005437		ACC81052	
OG0005438		ACC81053	
OG0005439		ACC81054	
OG0005440		ACC81055	
OG0005441		ACC81056	
OG0005442		ACC81060	
OG0005443		ACC81070	
OG0005444		ACC81075	
OG0005445		ACC81079	
OG0005446		ACC81082	
OG0005447		ACC81086	
OG0005448		ACC81087	
OG0005449		ACC81089	
OG0005450		ACC81091	
OG0005451		ACC81092	
OG0005452		ACC81094	
OG0005453		ACC81099	
OG0005454		ACC81100	
OG0005455		ACC81102	
OG0005456		ACC81109	
OG0005457		ACC81113	
OG0005458		ACC81114	
OG0005459		ACC81116	
OG0005460		ACC81117	
OG0005461		ACC81120	
OG0005462		ACC81121	
OG0005463		ACC81122	
OG0005464		ACC81123	
OG0005465		ACC81124	
OG0005466		ACC81125	
OG0005467		ACC81126	
OG0005468		ACC81127	
OG0005469		ACC81128	
OG0005470		ACC81129	
OG0005471		ACC81130	
OG0005472		ACC81131	
OG0005473		ACC81132	
OG0005474		ACC81133	
OG0005475		ACC81134	
OG0005476		ACC81135	
OG0005477		ACC81136	
OG0005478		ACC81137	
OG0005479		ACC81138	
OG0005480		ACC81139	
OG0005481		ACC81140	
OG0005482		ACC81141	
OG0005483		ACC81142	
OG0005484		ACC81143	
OG0005485		ACC81144	
OG0005486		ACC81145	
OG0005487		ACC81146	
OG0005488		ACC81147	
OG0005489		ACC81148	
OG0005490		ACC81149	
OG0005491		ACC81150	
OG0005492		ACC81151	
OG0005493		ACC81152	
OG0005494		ACC81153	
OG0005495		ACC81154	
OG0005496		ACC81155	
OG0005497		ACC81156	
OG0005498		ACC81157	
OG0005499		ACC81158	
OG0005500		ACC81159	
OG0005501		ACC81160	
OG0005502		ACC81161	
OG0005503		ACC81162	
OG0005504		ACC81163	
OG0005505		ACC81164	
OG0005506		ACC81165	
OG0005507		ACC81166	
OG0005508		ACC81167	
OG0005509		ACC81168	
OG0005510		ACC81169	
OG0005511		ACC81170	
OG0005512		ACC81171	
OG0005513		ACC81172	
OG0005514		ACC81173	
OG0005515		ACC81174	
OG0005516		ACC81175	
OG0005517		ACC81176	
OG0005518		ACC81177	
OG0005519		ACC81178	
OG0005520		ACC81179	
OG0005521		ACC81180	
OG0005522		ACC81181	
OG0005523		ACC81183	
OG0005524		ACC81184	
OG0005525		ACC81185	
OG0005526		ACC81186	
OG0005527		ACC81187	
OG0005528		ACC81188	
OG0005529		ACC81189	
OG0005530		ACC81190	
OG0005531		ACC81191	
OG0005532		ACC81192	
OG0005533		ACC81204	
OG0005534		ACC81205	
OG0005535		ACC81206	
OG0005536		ACC81207	
OG0005537		ACC81212	
OG0005538		ACC81216	
OG0005539		ACC81218	
OG0005540		ACC81219	
OG0005541		ACC81222	
OG0005542		ACC81225	
OG0005543		ACC81226	
OG0005544		ACC81236	
OG0005545		ACC81237	
OG0005546		ACC81240	
OG0005547		ACC81242	
OG0005548		ACC81243	
OG0005549		ACC81251	
OG0005550		ACC81252	
OG0005551		ACC81259	
OG0005552		ACC81262	
OG0005553		ACC81263	
OG0005554		ACC81264	
OG0005555		ACC81267	
OG0005556		ACC81268	
OG0005557		ACC81270	
OG0005558		ACC81273	
OG0005559		ACC81274	
OG0005560		ACC81275	
OG0005561		ACC81286	
OG0005562		ACC81291	
OG0005563		ACC81292	
OG0005564		ACC81293	
OG0005565		ACC81299	
OG0005566		ACC81300	
OG0005567		ACC81301	
OG0005568		ACC81304	
OG0005569		ACC81311	
OG0005570		ACC81312	
OG0005571		ACC81315	
OG0005572		ACC81318	
OG0005573		ACC81321	
OG0005574		ACC81324	
OG0005575		ACC81327	
OG0005576		ACC81328	
OG0005577		ACC81329	
OG0005578		ACC81337	
OG0005579		ACC81340	
OG0005580		ACC81341	
OG0005581		ACC81346	
OG0005582		ACC81348	
OG0005583		ACC81353	
OG0005584		ACC81354	
OG0005585		ACC81355	
OG0005586		ACC81356	
OG0005587		ACC81357	
OG0005588		ACC81358	
OG0005589		ACC81359	
OG0005590		ACC81361	
OG0005591		ACC81368	
OG0005592		ACC81369	
OG0005593		ACC81370	
OG0005594		ACC81371	
OG0005595		ACC81372	
OG0005596		ACC81373	
OG0005597		ACC81374	
OG0005598		ACC81375	
OG0005599		ACC81376	
OG0005600		ACC81377	
OG0005601		ACC81378	
OG0005602		ACC81384	
OG0005603		ACC81386	
OG0005604		ACC81388	
OG0005605		ACC81389	
OG0005606		ACC81394	
OG0005607		ACC81395	
OG0005608		ACC81401	
OG0005609		ACC81402	
OG0005610		ACC81403	
OG0005611		ACC81404	
OG0005612		ACC81413	
OG0005613		ACC81414	
OG0005614		ACC81424	
OG0005615		ACC81433	
OG0005616		ACC81435	
OG0005617		ACC81438	
OG0005618		ACC81439	
OG0005619		ACC81441	
OG0005620		ACC81444	
OG0005621		ACC81445	
OG0005622		ACC81450	
OG0005623		ACC81452	
OG0005624		ACC81453	
OG0005625		ACC81456	
OG0005626		ACC81465	
OG0005627		ACC81466	
OG0005628		ACC81469	
OG0005629		ACC81470	
OG0005630		ACC81472	
OG0005631		ACC81473	
OG0005632		ACC81475	
OG0005633		ACC81477	
OG0005634		ACC81478	
OG0005635		ACC81479	
OG0005636		ACC81481	
OG0005637		ACC81483	
OG0005638		ACC81487	
OG0005639		ACC81488	
OG0005640		ACC81492	
OG0005641		ACC81493	
OG0005642		ACC81494	
OG0005643		ACC81497	
OG0005644		ACC81498	
OG0005645		ACC81499	
OG0005646		ACC81501	
OG0005647		ACC81505	
OG0005648		ACC81507	
OG0005649		ACC81508	
OG0005650		ACC81509	
OG0005651		ACC81510	
OG0005652		ACC81516	
OG0005653		ACC81517	
OG0005654		ACC81518	
OG0005655		ACC81521	
OG0005656		ACC81522	
OG0005657		ACC81523	
OG0005658		ACC81524	
OG0005659		ACC81525	
OG0005660		ACC81526	
OG0005661		ACC81527	
OG0005662		ACC81528	
OG0005663		ACC81529	
OG0005664		ACC81534	
OG0005665		ACC81535	
OG0005666		ACC81536	
OG0005667		ACC81537	
OG0005668		ACC81538	
OG0005669		ACC81539	
OG0005670		ACC81542	
OG0005671		ACC81544	
OG0005672		ACC81545	
OG0005673		ACC81548	
OG0005674		ACC81551	
OG0005675		ACC81553	
OG0005676		ACC81554	
OG0005677		ACC81556	
OG0005678		ACC81557	
OG0005679		ACC81559	
OG0005680		ACC81561	
OG0005681		ACC81563	
OG0005682		ACC81564	
OG0005683		ACC81568	
OG0005684		ACC81569	
OG0005685		ACC81573	
OG0005686		ACC81574	
OG0005687		ACC81575	
OG0005688		ACC81576	
OG0005689		ACC81579	
OG0005690		ACC81580	
OG0005691		ACC81581	
OG0005692		ACC81582	
OG0005693		ACC81583	
OG0005694		ACC81584	
OG0005695		ACC81585	
OG0005696		ACC81586	
OG0005697		ACC81588	
OG0005698		ACC81589	
OG0005699		ACC81590	
OG0005700		ACC81591	
OG0005701		ACC81592	
OG0005702		ACC81593	
OG0005703		ACC81594	
OG0005704		ACC81595	
OG0005705		ACC81597	
OG0005706		ACC81598	
OG0005707		ACC81599	
OG0005708		ACC81600	
OG0005709		ACC81603	
OG0005710		ACC81604	
OG0005711		ACC81605	
OG0005712		ACC81607	
OG0005713		ACC81608	
OG0005714		ACC81609	
OG0005715		ACC81610	
OG0005716		ACC81613	
OG0005717		ACC81614	
OG0005718		ACC81615	
OG0005719		ACC81616	
OG0005720		ACC81617	
OG0005721		ACC81621	
OG0005722		ACC81622	
OG0005723		ACC81623	
OG0005724		ACC81624	
OG0005725		ACC81625	
OG0005726		ACC81626	
OG0005727		ACC81627	
OG0005728		ACC81628	
OG0005729		ACC81629	
OG0005730		ACC81630	
OG0005731		ACC81634	
OG0005732		ACC81635	
OG0005733		ACC81636	
OG0005734		ACC81637	
OG0005735		ACC81638	
OG0005736		ACC81639	
OG0005737		ACC81640	
OG0005738		ACC81641	
OG0005739		ACC81644	
OG0005740		ACC81646	
OG0005741		ACC81647	
OG0005742		ACC81657	
OG0005743		ACC81660	
OG0005744		ACC81661	
OG0005745		ACC81662	
OG0005746		ACC81663	
OG0005747		ACC81664	
OG0005748		ACC81665	
OG0005749		ACC81666	
OG0005750		ACC81667	
OG0005751		ACC81671	
OG0005752		ACC81674	
OG0005753		ACC81679	
OG0005754		ACC81680	
OG0005755		ACC81681	
OG0005756		ACC81682	
OG0005757		ACC81683	
OG0005758		ACC81684	
OG0005759		ACC81685	
OG0005760		ACC81686	
OG0005761		ACC81687	
OG0005762		ACC81688	
OG0005763		ACC81689	
OG0005764		ACC81692	
OG0005765		ACC81695	
OG0005766		ACC81697	
OG0005767		ACC81698	
OG0005768		ACC81699	
OG0005769		ACC81702	
OG0005770		ACC81708	
OG0005771		ACC81715	
OG0005772		ACC81717	
OG0005773		ACC81718	
OG0005774		ACC81719	
OG0005775		ACC81720	
OG0005776		ACC81728	
OG0005777		ACC81731	
OG0005778		ACC81733	
OG0005779		ACC81734	
OG0005780		ACC81736	
OG0005781		ACC81737	
OG0005782		ACC81738	
OG0005783		ACC81739	
OG0005784		ACC81740	
OG0005785		ACC81741	
OG0005786		ACC81743	
OG0005787		ACC81744	
OG0005788		ACC81745	
OG0005789		ACC81746	
OG0005790		ACC81747	
OG0005791		ACC81748	
OG0005792		ACC81751	
OG0005793		ACC81752	
OG0005794		ACC81753	
OG0005795		ACC81754	
OG0005796		ACC81755	
OG0005797		ACC81756	
OG0005798		ACC81758	
OG0005799		ACC81759	
OG0005800		ACC81760	
OG0005801		ACC81761	
OG0005802		ACC81762	
OG0005803		ACC81763	
OG0005804		ACC81764	
OG0005805		ACC81765	
OG0005806		ACC81766	
OG0005807		ACC81767	
OG0005808		ACC81768	
OG0005809		ACC81769	
OG0005810		ACC81770	
OG0005811		ACC81771	
OG0005812		ACC81772	
OG0005813		ACC81773	
OG0005814		ACC81774	
OG0005815		ACC81775	
OG0005816		ACC81777	
OG0005817		ACC81779	
OG0005818		ACC81780	
OG0005819		ACC81782	
OG0005820		ACC81783	
OG0005821		ACC81784	
OG0005822		ACC81785	
OG0005823		ACC81786	
OG0005824		ACC81787	
OG0005825		ACC81788	
OG0005826		ACC81789	
OG0005827		ACC81790	
OG0005828		ACC81791	
OG0005829		ACC81792	
OG0005830		ACC81793	
OG0005831		ACC81796	
OG0005832		ACC81799	
OG0005833		ACC81801	
OG0005834		ACC81802	
OG0005835		ACC81806	
OG0005836		ACC81807	
OG0005837		ACC81808	
OG0005838		ACC81809	
OG0005839		ACC81810	
OG0005840		ACC81811	
OG0005841		ACC81812	
OG0005842		ACC81813	
OG0005843		ACC81814	
OG0005844		ACC81815	
OG0005845		ACC81816	
OG0005846		ACC81817	
OG0005847		ACC81819	
OG0005848		ACC81820	
OG0005849		ACC81821	
OG0005850		ACC81823	
OG0005851		ACC81824	
OG0005852		ACC81825	
OG0005853		ACC81826	
OG0005854		ACC81827	
OG0005855		ACC81828	
OG0005856		ACC81829	
OG0005857		ACC81830	
OG0005858		ACC81831	
OG0005859		ACC81832	
OG0005860		ACC81833	
OG0005861		ACC81834	
OG0005862		ACC81835	
OG0005863		ACC81836	
OG0005864		ACC81837	
OG0005865		ACC81839	
OG0005866		ACC81840	
OG0005867		ACC81841	
OG0005868		ACC81842	
OG0005869		ACC81843	
OG0005870		ACC81844	
OG0005871		ACC81845	
OG0005872		ACC81846	
OG0005873		ACC81847	
OG0005874		ACC81848	
OG0005875		ACC81849	
OG0005876		ACC81850	
OG0005877		ACC81852	
OG0005878		ACC81854	
OG0005879		ACC81855	
OG0005880		ACC81857	
OG0005881		ACC81858	
OG0005882		ACC81859	
OG0005883		ACC81860	
OG0005884		ACC81861	
OG0005885		ACC81865	
OG0005886		ACC81872	
OG0005887		ACC81873	
OG0005888		ACC81875	
OG0005889		ACC81876	
OG0005890		ACC81885	
OG0005891		ACC81887	
OG0005892		ACC81888	
OG0005893		ACC81895	
OG0005894		ACC81905	
OG0005895		ACC81906	
OG0005896		ACC81919	
OG0005897		ACC81920	
OG0005898		ACC81922	
OG0005899		ACC81931	
OG0005900		ACC81933	
OG0005901		ACC81934	
OG0005902		ACC81937	
OG0005903		ACC81939	
OG0005904		ACC81940	
OG0005905		ACC81941	
OG0005906		ACC81942	
OG0005907		ACC81943	
OG0005908		ACC81944	
OG0005909		ACC81947	
OG0005910		ACC81955	
OG0005911		ACC81961	
OG0005912		ACC81966	
OG0005913		ACC81967	
OG0005914		ACC81973	
OG0005915		ACC81976	
OG0005916		ACC81977	
OG0005917		ACC81978	
OG0005918		ACC81982	
OG0005919		ACC81984	
OG0005920		ACC81991	
OG0005921		ACC81999	
OG0005922		ACC82007	
OG0005923		ACC82008	
OG0005924		ACC82009	
OG0005925		ACC82012	
OG0005926		ACC82014	
OG0005927		ACC82015	
OG0005928		ACC82016	
OG0005929		ACC82021	
OG0005930		ACC82022	
OG0005931		ACC82024	
OG0005932		ACC82025	
OG0005933		ACC82033	
OG0005934		ACC82044	
OG0005935		ACC82045	
OG0005936		ACC82047	
OG0005937		ACC82053	
OG0005938		ACC82054	
OG0005939		ACC82058	
OG0005940		ACC82059	
OG0005941		ACC82060	
OG0005942		ACC82061	
OG0005943		ACC82071	
OG0005944		ACC82074	
OG0005945		ACC82079	
OG0005946		ACC82083	
OG0005947		ACC82086	
OG0005948		ACC82087	
OG0005949		ACC82088	
OG0005950		ACC82093	
OG0005951		ACC82095	
OG0005952		ACC82096	
OG0005953		ACC82097	
OG0005954		ACC82099	
OG0005955		ACC82101	
OG0005956		ACC82103	
OG0005957		ACC82104	
OG0005958		ACC82109	
OG0005959		ACC82111	
OG0005960		ACC82113	
OG0005961		ACC82125	
OG0005962		ACC82126	
OG0005963		ACC82127	
OG0005964		ACC82128	
OG0005965		ACC82132	
OG0005966		ACC82138	
OG0005967		ACC82147	
OG0005968		ACC82148	
OG0005969		ACC82149	
OG0005970		ACC82159	
OG0005971		ACC82162	
OG0005972		ACC82163	
OG0005973		ACC82170	
OG0005974		ACC82171	
OG0005975		ACC82172	
OG0005976		ACC82177	
OG0005977		ACC82179	
OG0005978		ACC82185	
OG0005979		ACC82186	
OG0005980		ACC82187	
OG0005981		ACC82188	
OG0005982		ACC82189	
OG0005983		ACC82190	
OG0005984		ACC82191	
OG0005985		ACC82194	
OG0005986		ACC82198	
OG0005987		ACC82200	
OG0005988		ACC82205	
OG0005989		ACC82207	
OG0005990		ACC82216	
OG0005991		ACC82218	
OG0005992		ACC82219	
OG0005993		ACC82220	
OG0005994		ACC82223	
OG0005995		ACC82279	
OG0005996		ACC82282	
OG0005997		ACC82298	
OG0005998		ACC82299	
OG0005999		ACC82302	
OG0006000		ACC82306	
OG0006001		ACC82309	
OG0006002		ACC82312	
OG0006003		ACC82313	
OG0006004		ACC82314	
OG0006005		ACC82322	
OG0006006		ACC82336	
OG0006007		ACC82341	
OG0006008		ACC82350	
OG0006009		ACC82353	
OG0006010		ACC82356	
OG0006011		ACC82358	
OG0006012		ACC82359	
OG0006013		ACC82360	
OG0006014		ACC82368	
OG0006015		ACC82373	
OG0006016		ACC82377	
OG0006017		ACC82378	
OG0006018		ACC82379	
OG0006019		ACC82383	
OG0006020		ACC82384	
OG0006021		ACC82386	
OG0006022		ACC82387	
OG0006023		ACC82390	
OG0006024		ACC82391	
OG0006025		ACC82392	
OG0006026		ACC82395	
OG0006027		ACC82396	
OG0006028		ACC82397	
OG0006029		ACC82398	
OG0006030		ACC82399	
OG0006031		ACC82419	
OG0006032		ACC82420	
OG0006033		ACC82421	
OG0006034		ACC82431	
OG0006035		ACC82432	
OG0006036		ACC82433	
OG0006037		ACC82437	
OG0006038		ACC82441	
OG0006039		ACC82442	
OG0006040		ACC82458	
OG0006041		ACC82461	
OG0006042		ACC82462	
OG0006043		ACC82464	
OG0006044		ACC82465	
OG0006045		ACC82472	
OG0006046		ACC82481	
OG0006047		ACC82483	
OG0006048		ACC82485	
OG0006049		ACC82486	
OG0006050		ACC82487	
OG0006051		ACC82488	
OG0006052		ACC82489	
OG0006053		ACC82504	
OG0006054		ACC82505	
OG0006055		ACC82506	
OG0006056		ACC82507	
OG0006057		ACC82509	
OG0006058		ACC82510	
OG0006059		ACC82511	
OG0006060		ACC82513	
OG0006061		ACC82514	
OG0006062		ACC82517	
OG0006063		ACC82520	
OG0006064		ACC82522	
OG0006065		ACC82525	
OG0006066		ACC82530	
OG0006067		ACC82546	
OG0006068		ACC82547	
OG0006069		ACC82548	
OG0006070		ACC82549	
OG0006071		ACC82552	
OG0006072		ACC82553	
OG0006073		ACC82557	
OG0006074		ACC82573	
OG0006075		ACC82577	
OG0006076		ACC82579	
OG0006077		ACC82583	
OG0006078		ACC82594	
OG0006079		ACC82599	
OG0006080		ACC82607	
OG0006081		ACC82609	
OG0006082		ACC82620	
OG0006083		ACC82627	
OG0006084		ACC82629	
OG0006085		ACC82630	
OG0006086		ACC82631	
OG0006087		ACC82632	
OG0006088		ACC82633	
OG0006089		ACC82634	
OG0006090		ACC82635	
OG0006091		ACC82636	
OG0006092		ACC82637	
OG0006093		ACC82638	
OG0006094		ACC82639	
OG0006095		ACC82640	
OG0006096		ACC82648	
OG0006097		ACC82650	
OG0006098		ACC82654	
OG0006099		ACC82655	
OG0006100		ACC82656	
OG0006101		ACC82660	
OG0006102		ACC82662	
OG0006103		ACC82673	
OG0006104		ACC82675	
OG0006105		ACC82679	
OG0006106		ACC82680	
OG0006107		ACC82681	
OG0006108		ACC82685	
OG0006109		ACC82686	
OG0006110		ACC82705	
OG0006111		ACC82706	
OG0006112		ACC82707	
OG0006113		ACC82715	
OG0006114		ACC82716	
OG0006115		ACC82726	
OG0006116		ACC82729	
OG0006117		ACC82731	
OG0006118		ACC82732	
OG0006119		ACC82765	
OG0006120		ACC82767	
OG0006121		ACC82770	
OG0006122		ACC82771	
OG0006123		ACC82772	
OG0006124		ACC82774	
OG0006125		ACC82779	
OG0006126		ACC82785	
OG0006127		ACC82788	
OG0006128		ACC82791	
OG0006129		ACC82794	
OG0006130		ACC82797	
OG0006131		ACC82798	
OG0006132		ACC82804	
OG0006133		ACC82806	
OG0006134		ACC82808	
OG0006135		ACC82810	
OG0006136		ACC82811	
OG0006137		ACC82814	
OG0006138		ACC82817	
OG0006139		ACC82822	
OG0006140		ACC82828	
OG0006141		ACC82837	
OG0006142		ACC82838	
OG0006143		ACC82839	
OG0006144		ACC82852	
OG0006145		ACC82853	
OG0006146		ACC82855	
OG0006147		ACC82856	
OG0006148		ACC82857	
OG0006149		ACC82863	
OG0006150		ACC82867	
OG0006151		ACC82868	
OG0006152		ACC82870	
OG0006153		ACC82883	
OG0006154		ACC82884	
OG0006155		ACC82888	
OG0006156		ACC82889	
OG0006157		ACC82897	
OG0006158		ACC82898	
OG0006159		ACC82907	
OG0006160		ACC82908	
OG0006161		ACC82909	
OG0006162		ACC82910	
OG0006163		ACC82922	
OG0006164		ACC82923	
OG0006165		ACC82924	
OG0006166		ACC82926	
OG0006167		ACC82935	
OG0006168		ACC82941	
OG0006169		ACC82942	
OG0006170		ACC82943	
OG0006171		ACC82944	
OG0006172		ACC82945	
OG0006173		ACC82946	
OG0006174		ACC82947	
OG0006175		ACC82948	
OG0006176		ACC82950	
OG0006177		ACC82954	
OG0006178		ACC82961	
OG0006179		ACC82963	
OG0006180		ACC82964	
OG0006181		ACC82966	
OG0006182		ACC82969	
OG0006183		ACC82970	
OG0006184		ACC82972	
OG0006185		ACC82973	
OG0006186		ACC82979	
OG0006187		ACC82980	
OG0006188		ACC82981	
OG0006189		ACC82986	
OG0006190		ACC82987	
OG0006191		ACC82988	
OG0006192		ACC82991	
OG0006193		ACC82995	
OG0006194		ACC82997	
OG0006195		ACC82998	
OG0006196		ACC82999	
OG0006197		ACC83007	
OG0006198		ACC83008	
OG0006199		ACC83010	
OG0006200		ACC83011	
OG0006201		ACC83013	
OG0006202		ACC83017	
OG0006203		ACC83020	
OG0006204		ACC83026	
OG0006205		ACC83028	
OG0006206		ACC83030	
OG0006207		ACC83031	
OG0006208		ACC83039	
OG0006209		ACC83040	
OG0006210		ACC83041	
OG0006211		ACC83047	
OG0006212		ACC83053	
OG0006213		ACC83054	
OG0006214		ACC83056	
OG0006215		ACC83057	
OG0006216		ACC83061	
OG0006217		ACC83062	
OG0006218		ACC83063	
OG0006219		ACC83065	
OG0006220		ACC83066	
OG0006221		ACC83067	
OG0006222		ACC83068	
OG0006223		ACC83069	
OG0006224		ACC83070	
OG0006225		ACC83072	
OG0006226		ACC83075	
OG0006227		ACC83079	
OG0006228		ACC83080	
OG0006229		ACC83089	
OG0006230		ACC83092	
OG0006231		ACC83094	
OG0006232		ACC83095	
OG0006233		ACC83097	
OG0006234		ACC83098	
OG0006235		ACC83101	
OG0006236		ACC83107	
OG0006237		ACC83108	
OG0006238		ACC83112	
OG0006239		ACC83113	
OG0006240		ACC83117	
OG0006241		ACC83118	
OG0006242		ACC83123	
OG0006243		ACC83124	
OG0006244		ACC83127	
OG0006245		ACC83131	
OG0006246		ACC83132	
OG0006247		ACC83135	
OG0006248		ACC83137	
OG0006249		ACC83138	
OG0006250		ACC83146	
OG0006251		ACC83147	
OG0006252		ACC83150	
OG0006253		ACC83154	
OG0006254		ACC83165	
OG0006255		ACC83166	
OG0006256		ACC83176	
OG0006257		ACC83177	
OG0006258		ACC83178	
OG0006259		ACC83179	
OG0006260		ACC83180	
OG0006261		ACC83191	
OG0006262		ACC83192	
OG0006263		ACC83193	
OG0006264		ACC83194	
OG0006265		ACC83195	
OG0006266		ACC83197	
OG0006267		ACC83199	
OG0006268		ACC83214	
OG0006269		ACC83221	
OG0006270		ACC83222	
OG0006271		ACC83223	
OG0006272		ACC83225	
OG0006273		ACC83229	
OG0006274		ACC83230	
OG0006275		ACC83231	
OG0006276		ACC83232	
OG0006277		ACC83233	
OG0006278		ACC83234	
OG0006279		ACC83237	
OG0006280		ACC83239	
OG0006281		ACC83242	
OG0006282		ACC83243	
OG0006283		ACC83244	
OG0006284		ACC83245	
OG0006285		ACC83246	
OG0006286		ACC83248	
OG0006287		ACC83249	
OG0006288		ACC83250	
OG0006289		ACC83252	
OG0006290		ACC83253	
OG0006291		ACC83260	
OG0006292		ACC83263	
OG0006293		ACC83274	
OG0006294		ACC83275	
OG0006295		ACC83276	
OG0006296		ACC83279	
OG0006297		ACC83288	
OG0006298		ACC83290	
OG0006299		ACC83296	
OG0006300		ACC83301	
OG0006301		ACC83307	
OG0006302		ACC83308	
OG0006303		ACC83312	
OG0006304		ACC83313	
OG0006305		ACC83316	
OG0006306		ACC83318	
OG0006307		ACC83324	
OG0006308		ACC83325	
OG0006309		ACC83337	
OG0006310		ACC83342	
OG0006311		ACC83353	
OG0006312		ACC83357	
OG0006313		ACC83359	
OG0006314		ACC83370	
OG0006315		ACC83372	
OG0006316		ACC83374	
OG0006317		ACC83379	
OG0006318		ACC83380	
OG0006319		ACC83384	
OG0006320		ACC83385	
OG0006321		ACC83389	
OG0006322		ACC83391	
OG0006323		ACC83393	
OG0006324		ACC83395	
OG0006325		ACC83396	
OG0006326		ACC83397	
OG0006327		ACC83398	
OG0006328		ACC83402	
OG0006329		ACC83403	
OG0006330		ACC83406	
OG0006331		ACC83414	
OG0006332		ACC83416	
OG0006333		ACC83418	
OG0006334		ACC83422	
OG0006335		ACC83427	
OG0006336		ACC83435	
OG0006337		ACC83436	
OG0006338		ACC83439	
OG0006339		ACC83443	
OG0006340		ACC83450	
OG0006341		ACC83454	
OG0006342		ACC83455	
OG0006343		ACC83462	
